,id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type
15788,705132,150.481282,2.3660740000000002,0.3609,3.04,1.22,0.011382,0.053895000000000005,filament,387.0,73.0,satellite
15792,457581,150.16731399999998,1.993634,1.1885,15.14,8.4,0.370645,0.253348,cluster,6403.0,25.0,satellite
15795,705099,150.130006,2.364674,0.2196,18.72,6.7,0.717585,0.207056,cluster,66.0,66.0,satellite
15796,916846,150.078766,2.6892169999999997,0.3602,4.06,1.63,0.41104399999999996,0.148002,cluster,357.0,65.0,satellite
15798,704866,149.697443,2.367205,0.8145,2.08,0.82,0.0,0.052134,filament,3133.0,31.0,satellite
15800,608991,150.478377,2.2218299999999997,0.8365,15.44,6.14,0.567504,0.396873,cluster,2856.0,160.0,satellite
15805,931336,149.46769,2.713737,0.8807,8.7,3.56,0.145644,0.10469300000000001,field,3702.0,18.0,satellite
15806,931337,150.11211,2.7140720000000003,0.7448,5.44,2.16,0.249619,0.180278,cluster,2567.0,22.0,satellite
15807,609039,149.79242,2.2221889999999997,1.1238,2.45,1.22,0.041286,0.144096,filament,6212.0,21.0,satellite
15808,931390,150.586062,2.712214,0.6523,2.95,1.24,0.01027,0.300404,filament,1802.0,16.0,satellite
15809,931405,150.257484,2.71428,1.1699,3.31,1.77,0.051769,0.16653800000000002,filament,6671.0,12.0,satellite
15812,916829,149.854,2.689723,0.2675,15.03,5.65,0.790604,0.35827800000000004,cluster,196.0,14.0,satellite
15813,609059,149.73533,2.225196,0.9825,7.83,3.37,0.106146,0.15973099999999998,filament,5326.0,26.0,satellite
15814,931540,149.46612199999998,2.713722,0.8526,6.25,2.5,0.28944200000000003,0.49573500000000004,filament,3702.0,18.0,satellite
15818,931564,150.138679,2.712751,0.3298,11.5,4.55,0.623107,0.409017,cluster,357.0,65.0,satellite
15819,916820,150.154101,2.692361,0.965,4.55,1.97,0.052804,0.126357,filament,5094.0,11.0,satellite
15822,704864,150.483243,2.366275,0.6621,4.91,2.05,0.131481,0.079881,field,1916.0,17.0,satellite
15824,457560,149.75640900000002,1.990902,0.6612,6.59,2.75,0.25209499999999996,0.179393,cluster,2020.0,14.0,satellite
15825,458713,150.361637,1.994925,0.8236,16.49,6.53,0.343131,0.222176,cluster,2839.0,58.0,satellite
15830,900631,149.89721699999998,2.667059,0.8994,4.64,1.92,0.34779299999999996,0.247006,cluster,3700.0,85.0,satellite
15831,580897,150.011541,2.181845,0.9275,4.71,1.99,0.150763,0.521618,filament,3455.0,121.0,satellite
15834,899621,149.925286,2.666391,0.8979,10.81,4.48,0.5950880000000001,0.605222,filament,3953.0,33.0,satellite
15835,900662,150.529131,2.666714,0.8709,11.05,4.48,0.35134299999999996,0.170797,cluster,3769.0,12.0,satellite
15837,580921,149.822234,2.182283,0.3673,5.78,2.32,0.109797,0.356159,filament,379.0,157.0,satellite
15838,490534,150.187154,2.044064,0.82,5.14,2.04,0.004529,0.110554,filament,3118.0,26.0,satellite
15839,490419,150.462288,2.0444310000000003,1.1839,6.61,3.65,0.39279000000000003,0.143432,cluster,6856.0,10.0,satellite
15844,490412,150.536369,2.042238,0.3161,6.82,2.66,0.127181,0.41573999999999994,filament,246.0,67.0,satellite
15845,490408,150.485885,2.044718,0.9674,4.58,1.98,0.094787,0.068342,field,4551.0,12.0,satellite
15846,490344,150.461049,2.043128,1.1948,6.72,3.76,0.42741599999999996,0.113569,cluster,6856.0,10.0,satellite
15849,581056,150.53256499999998,2.179848,0.8231,13.42,5.32,0.100496,0.346401,filament,2856.0,160.0,satellite
15851,900682,150.034294,2.66721,0.6715,2.22,0.92,0.0,0.267816,filament,2093.0,13.0,satellite
15853,490573,150.236486,2.0451669999999997,0.9454,2.74,1.18,0.001135,0.09619,filament,4292.0,31.0,satellite
15856,900354,150.106053,2.664607,0.9739,10.5,4.53,0.223572,0.21109499999999998,cluster,5014.0,10.0,satellite
15860,900398,149.93271000000001,2.6672,0.8956,8.04,3.33,0.5897640000000001,0.522055,cluster,3953.0,33.0,satellite
15866,900603,150.117906,2.668991,0.35,14.01,5.6,0.842733,0.503984,cluster,357.0,65.0,satellite
15868,490751,150.45623799999998,2.045602,1.1799,7.69,4.2,0.528626,0.20139400000000002,cluster,6856.0,10.0,satellite
15869,490742,150.547787,2.044566,0.8591,7.04,2.83,0.182038,0.492071,filament,3521.0,15.0,satellite
15870,899729,149.412348,2.664675,0.9897,3.41,1.46,0.184039,0.31754299999999996,filament,5091.0,19.0,satellite
15874,900570,150.110672,2.665126,0.9775,11.35,4.89,0.21007199999999998,0.241844,filament,5014.0,10.0,satellite
15880,458881,150.718422,1.9935509999999999,0.4397,5.82,2.36,0.600364,0.28238800000000003,cluster,737.0,26.0,satellite
15884,901253,150.33706,2.667125,0.5017,5.1,2.03,0.023737,0.15370999999999999,filament,1071.0,19.0,satellite
15886,459098,149.887692,1.993059,0.1197,2.13,0.86,0.08985800000000001,0.105708,filament,6.0,26.0,satellite
15887,899129,149.915782,2.662316,0.8875,8.81,3.61,0.5534220000000001,0.506746,cluster,3953.0,33.0,satellite
15888,901291,150.718097,2.6661490000000003,0.8395,5.86,2.33,0.080433,0.078949,field,2920.0,40.0,satellite
15892,459090,149.880193,1.9879419999999999,0.1125,2.5,1.02,0.117719,0.087109,field,6.0,26.0,satellite
15894,901230,150.53655700000002,2.666239,0.8588,10.24,4.11,0.401355,0.20341900000000002,cluster,3769.0,12.0,satellite
15902,898975,149.8946,2.666029,1.115,3.04,1.5,0.305259,0.446588,filament,6279.0,15.0,satellite
15906,458903,149.46541399999998,1.994091,0.9878,4.56,1.95,0.108569,0.461264,filament,4838.0,47.0,satellite
15907,899076,150.542798,2.66519,0.8839,8.86,3.63,0.166708,0.058359,field,3769.0,12.0,satellite
15908,490254,150.450682,2.0431310000000003,1.17,14.7,7.87,0.658932,0.272679,cluster,6856.0,10.0,satellite
15910,901150,150.726416,2.667351,0.8551,7.58,3.03,0.567084,0.320621,cluster,2920.0,40.0,satellite
15911,900807,150.73735,2.66739,0.7842,6.8,2.67,0.18495799999999998,0.19767,filament,2920.0,40.0,satellite
15913,899557,150.721525,2.663442,0.8005,4.44,1.76,0.058502,0.073408,filament,2920.0,40.0,satellite
15918,899292,150.50188400000002,2.663912,0.3462,4.28,1.71,0.184015,0.279817,filament,342.0,48.0,satellite
15921,459248,150.299896,1.995116,0.93,5.69,2.42,0.048067,0.189477,filament,4396.0,12.0,satellite
15925,899272,150.065651,2.664228,0.6858,5.05,2.08,0.008694,0.364665,filament,1987.0,89.0,satellite
15927,459215,150.542193,1.993293,0.3768,4.42,1.77,0.013681,0.008416,field,532.0,12.0,satellite
15931,459132,149.53683,1.9942830000000002,0.7014,3.4,1.39,0.021008000000000002,0.034739,filament,2277.0,16.0,satellite
15933,899213,149.530078,2.6648549999999998,0.7278,11.61,4.68,0.11998800000000001,0.135708,filament,2455.0,30.0,satellite
15934,581167,150.56328100000002,2.181762,0.8054,4.94,1.96,0.020819,0.117875,filament,2856.0,160.0,satellite
15939,734284,149.69208400000002,2.410017,0.371,14.63,5.87,0.148971,0.11886300000000001,cluster,331.0,84.0,satellite
15940,734292,149.576862,2.413264,1.167,2.63,1.4,0.060921,0.14036600000000002,filament,6264.0,14.0,satellite
15941,778957,149.935624,2.4814950000000002,0.7111,13.5,5.51,0.253502,0.357875,filament,1886.0,377.0,satellite
15942,734305,150.20863,2.411864,0.9107,10.04,4.18,0.422212,0.480713,filament,4024.0,20.0,satellite
15943,778820,150.298054,2.479221,0.3784,1.87,0.75,0.0035009999999999998,0.027252,filament,520.0,29.0,satellite
15947,610091,150.500704,2.2264779999999997,0.808,47.83,18.94,0.7704270000000001,0.388575,cluster,2856.0,160.0,satellite
15950,778993,150.0928,2.478659,0.7142,9.64,3.91,0.022238,0.054459,filament,2298.0,35.0,satellite
15952,915622,149.535628,2.689812,0.7103,3.72,1.52,0.032595,0.012786,field,2455.0,30.0,satellite
15954,734353,149.557728,2.4138490000000004,0.8255,9.29,3.68,0.08229199999999999,0.107029,filament,3138.0,38.0,satellite
15957,610118,150.24858600000002,2.221798,0.3599,5.03,2.02,0.029758999999999997,0.09657400000000001,filament,460.0,10.0,satellite
15958,610128,150.052359,2.2256650000000002,0.9296,10.12,4.31,0.391084,0.46124,filament,3455.0,121.0,satellite
15961,610137,150.504773,2.224231,0.8256,88.13,34.92,0.828691,0.31214400000000003,cluster,2856.0,160.0,satellite
15964,778647,150.74514399999998,2.480527,0.9223,3.6,1.52,0.163946,0.111705,field,4366.0,40.0,satellite
15965,778996,149.86379,2.481052,0.7109,20.16,8.23,0.125814,0.367259,filament,1886.0,377.0,satellite
15966,779109,150.55631699999998,2.482266,1.1384,2.06,1.05,0.0,0.49964899999999995,filament,6180.0,36.0,satellite
15968,706407,150.08769099999998,2.367096,0.2192,26.64,9.54,0.8216030000000001,0.18826400000000001,cluster,66.0,66.0,satellite
15969,609863,149.844023,2.22439,0.9419,5.71,2.45,0.091169,0.311605,filament,4482.0,16.0,satellite
15971,609866,149.663581,2.22648,0.8987,6.85,2.84,0.21330500000000002,0.102126,cluster,4073.0,10.0,satellite
15981,609887,150.176061,2.223218,0.6633,11.46,4.77,0.435375,0.259946,cluster,1859.0,17.0,satellite
15982,779262,150.270177,2.48222,0.8443,3.5,1.39,0.040085,0.12335299999999999,filament,3400.0,20.0,satellite
15985,915798,150.165706,2.689171,0.9846,12.89,5.54,0.15685,0.157086,filament,5094.0,11.0,satellite
15986,609910,150.498577,2.2264619999999997,0.8058,30.54,12.1,0.669978,0.45386400000000005,cluster,2856.0,160.0,satellite
15990,609942,150.467773,2.222342,0.8376,8.58,3.42,0.253189,0.376749,filament,2856.0,160.0,satellite
15993,778640,150.052698,2.480181,0.7279,5.7,2.3,0.005651,0.039117,filament,2298.0,35.0,satellite
15994,610198,150.509735,2.226143,0.8146,50.57,20.04,0.783562,0.513083,cluster,2856.0,160.0,satellite
15996,778218,150.30291499999998,2.479277,0.8406,9.33,3.71,0.22470700000000002,0.054140999999999995,cluster,3400.0,20.0,satellite
15997,734750,149.898416,2.410367,0.3315,3.17,1.25,0.01376,0.158242,filament,379.0,157.0,satellite
15998,734773,149.681724,2.412509,0.3904,11.75,4.72,0.047715,0.036342,field,331.0,84.0,satellite
15999,778198,149.95168600000002,2.479694,0.728,38.03,15.32,0.344032,0.478605,filament,1886.0,377.0,satellite
16000,778171,149.86199,2.480011,0.7399,7.87,3.13,0.022948,0.143989,filament,1886.0,377.0,satellite
16001,778168,149.950195,2.479078,0.7266,35.05,14.15,0.309346,0.41543900000000006,filament,1886.0,377.0,satellite
16002,778167,150.29154499999999,2.479524,0.8364,9.94,3.95,0.15418800000000002,0.034571,field,3400.0,20.0,satellite
16004,778156,149.93338400000002,2.477098,0.6826,6.35,2.61,0.035039999999999995,0.23998699999999998,filament,1886.0,377.0,satellite
16007,610387,149.895817,2.2263040000000003,0.9494,5.46,2.34,0.077338,0.08194299999999999,filament,4481.0,16.0,satellite
16008,610408,149.64611000000002,2.2268369999999997,0.9475,8.11,3.48,0.167506,0.490738,filament,4133.0,106.0,satellite
16010,734891,150.642543,2.413839,0.9772,4.45,1.92,0.045558,0.150307,filament,5076.0,16.0,satellite
16015,915381,149.906556,2.6890509999999996,0.8621,6.84,2.75,0.079853,0.57417,filament,3700.0,85.0,satellite
16016,915346,149.706256,2.686773,0.4684,4.91,1.98,0.009970999999999999,0.026844999999999997,filament,952.0,10.0,satellite
16018,734926,150.30720300000002,2.412728,0.6722,6.55,2.71,0.063395,0.18643800000000002,filament,2164.0,17.0,satellite
16021,610383,149.53523,2.226327,0.9824,3.67,1.58,0.011755,0.011759,field,5195.0,13.0,satellite
16022,915445,149.733112,2.690146,1.1157,3.32,1.63,0.078688,0.305098,filament,6325.0,11.0,satellite
16023,778600,149.860444,2.481153,0.7215,18.29,7.39,0.039212000000000004,0.285819,filament,1886.0,377.0,satellite
16029,915502,150.61734099999998,2.6877240000000002,0.2106,12.67,4.49,0.351528,0.199785,cluster,69.0,18.0,satellite
16030,778517,149.945119,2.480357,0.7504,10.5,4.16,0.269813,0.597845,filament,1886.0,377.0,satellite
16033,734582,150.152231,2.411482,0.9146,5.16,2.16,0.161892,0.298268,filament,3982.0,22.0,satellite
16034,778338,149.584171,2.477271,0.4811,3.51,1.4,0.001251,0.003189,field,983.0,19.0,satellite
16040,734635,150.292588,2.413923,0.9098,3.74,1.56,0.044078,0.138518,filament,4256.0,11.0,satellite
16041,915485,150.742335,2.688238,0.8179,4.11,1.63,0.032327999999999996,0.073612,filament,2920.0,40.0,satellite
16042,734648,149.901927,2.413497,0.724,7.85,3.17,0.00815,0.033718,filament,2398.0,23.0,satellite
16043,778372,149.951054,2.481077,0.758,3.16,1.25,0.065652,0.297389,filament,1886.0,377.0,satellite
16044,734672,149.54914399999998,2.413455,0.8261,9.42,3.73,0.096946,0.063822,field,3138.0,38.0,satellite
16045,915456,149.737746,2.69046,1.1103,3.8,1.86,0.15590299999999999,0.293696,filament,6325.0,11.0,satellite
16049,779468,150.121125,2.480628,0.6675,5.15,2.14,0.06401699999999999,0.200997,filament,1919.0,27.0,satellite
16050,706406,149.90350700000002,2.3703849999999997,0.6954,4.24,1.74,0.024006,0.060240999999999996,filament,2191.0,11.0,satellite
16052,916565,150.526422,2.690163,0.3715,5.87,2.35,0.018751,0.012364,field,342.0,48.0,satellite
16054,809855,149.919974,2.526256,0.718,73.71,29.79,0.71363,0.376212,cluster,1886.0,377.0,satellite
16055,809851,149.709396,2.52576,0.3808,2.03,0.81,0.00023700000000000001,0.000859,field,331.0,84.0,satellite
16059,916507,150.118914,2.6905189999999997,0.6876,6.46,2.65,0.063014,0.075376,filament,2091.0,24.0,satellite
16060,809780,150.098262,2.528074,0.8753,16.9,6.87,0.534927,0.402866,cluster,3688.0,95.0,satellite
16063,705777,149.679421,2.368353,0.8161,6.95,2.75,0.021662,0.09668500000000001,filament,3133.0,31.0,satellite
16069,809725,149.93188,2.528044,0.7371,22.01,8.78,0.526424,0.501282,cluster,1886.0,377.0,satellite
16074,705895,150.224375,2.368558,0.6983,4.72,1.94,0.027509,0.081823,filament,2286.0,17.0,satellite
16076,609536,150.458709,2.221556,0.8172,4.21,1.67,0.052937,0.311621,filament,2856.0,160.0,satellite
16077,916574,150.352738,2.6918349999999998,0.9504,1.53,0.65,0.0,0.021218,field,4267.0,11.0,satellite
16078,609452,150.501443,2.222685,0.8053,33.3,13.19,0.738017,0.432008,cluster,2856.0,160.0,satellite
16079,609351,150.49170900000001,2.220303,0.8358,32.07,12.75,0.775533,0.44188500000000003,cluster,2856.0,160.0,satellite
16083,916633,150.123475,2.688894,0.3305,13.99,5.53,0.811308,0.353155,cluster,357.0,65.0,satellite
16091,609397,150.505286,2.223795,0.8228,85.28,33.8,0.825202,0.32342,cluster,2856.0,160.0,satellite
16094,609438,150.07691,2.2245,0.9241,4.74,2.0,0.15445799999999998,0.197312,filament,3455.0,121.0,satellite
16095,457288,149.454447,1.991523,0.9178,4.32,1.82,0.284909,0.23769400000000002,cluster,4119.0,20.0,satellite
16097,916619,150.15076100000002,2.690342,0.9316,8.15,3.47,0.21050700000000003,0.07874099999999999,cluster,4618.0,10.0,satellite
16099,609444,149.633873,2.224718,0.9619,4.98,2.15,0.121762,0.551897,filament,4133.0,106.0,satellite
16100,916595,150.14356999999998,2.690872,0.9351,7.83,3.35,0.283288,0.096277,cluster,4618.0,10.0,satellite
16104,779477,149.956624,2.48275,0.6796,4.23,1.74,0.0,0.17838199999999999,filament,1886.0,377.0,satellite
16106,705961,150.23174699999998,2.368944,0.7109,4.88,1.99,0.026753,0.06146,filament,2286.0,17.0,satellite
16117,916075,150.749252,2.690341,0.826,4.13,1.64,0.023883,0.049563,filament,2920.0,40.0,satellite
16118,809348,149.552953,2.52752,1.1553,3.07,1.6,0.035493000000000004,0.092314,filament,6724.0,13.0,satellite
16120,609787,150.320173,2.2235970000000003,0.3704,3.82,1.53,0.004409000000000001,0.046573,filament,510.0,30.0,satellite
16123,779611,149.86160700000002,2.481794,0.7062,19.49,7.97,0.148178,0.37773,filament,1886.0,377.0,satellite
16126,609842,149.53435,2.2261599999999997,0.9773,3.3,1.42,0.018353,0.00921,field,5195.0,13.0,satellite
16127,779565,149.87178600000001,2.479098,0.7208,11.74,4.75,0.03893,0.323549,filament,1886.0,377.0,satellite
16128,779542,150.29415500000002,2.481731,0.8388,9.71,3.86,0.23020700000000002,0.052052999999999995,cluster,3400.0,20.0,satellite
16129,609846,150.298686,2.222715,0.3789,2.44,0.98,0.00014099999999999998,0.010611,field,510.0,30.0,satellite
16134,706164,149.909276,2.369052,0.8799,6.57,2.68,0.135433,0.247187,filament,3755.0,23.0,satellite
16136,705991,149.94565500000002,2.368048,0.9492,10.84,4.65,0.189358,0.32613000000000003,filament,4490.0,20.0,satellite
16137,809609,150.058189,2.527334,0.8949,3.51,1.45,0.318633,0.398225,filament,3688.0,95.0,satellite
16138,916387,150.552826,2.691281,1.126,5.98,2.97,0.13793,0.12798900000000002,field,6104.0,11.0,satellite
16141,809557,149.91419399999998,2.527719,0.7404,22.42,8.91,0.597381,0.455743,cluster,1886.0,377.0,satellite
16142,706003,149.502429,2.367943,0.4818,3.54,1.42,0.00899,0.256687,filament,1010.0,10.0,satellite
16144,916307,150.166908,2.68972,0.989,13.55,5.81,0.18678599999999998,0.18968800000000002,filament,5094.0,11.0,satellite
16145,809515,149.93682900000002,2.525519,0.7223,29.05,11.74,0.48795299999999997,0.482333,cluster,1886.0,377.0,satellite
16147,706027,149.947832,2.369373,0.9446,12.13,5.21,0.264153,0.39674899999999996,filament,4490.0,20.0,satellite
16148,706082,149.99327,2.369597,0.931,5.96,2.54,0.28749,0.21539499999999998,cluster,4136.0,74.0,satellite
16151,706104,150.095768,2.368681,0.3759,3.15,1.26,0.0014210000000000002,0.014427,filament,465.0,37.0,satellite
16153,809469,150.10200600000002,2.527259,0.913,7.52,3.15,0.15199400000000002,0.316794,filament,3688.0,95.0,satellite
16157,809412,150.425064,2.5245439999999997,0.8962,3.34,1.38,0.078817,0.12136300000000001,filament,3763.0,27.0,satellite
16159,706047,149.947122,2.3685810000000003,0.9446,12.91,5.54,0.30586199999999997,0.400644,filament,4490.0,20.0,satellite
16160,776648,150.57411100000002,2.476713,0.6063,7.71,3.31,0.230575,0.391751,filament,1480.0,80.0,satellite
16163,442097,149.424197,1.967598,0.9103,11.36,4.73,0.725984,0.17055599999999999,cluster,4119.0,20.0,satellite
16167,610564,149.658431,2.2271959999999997,0.9699,6.02,2.6,0.155409,0.234785,filament,4133.0,106.0,satellite
16168,671648,149.59741599999998,2.31903,0.8252,5.87,2.33,0.021302,0.025697,filament,3252.0,16.0,satellite
16170,442079,150.260279,1.966482,0.8908,4.46,1.84,0.033894,0.064586,filament,4055.0,17.0,satellite
16172,448304,149.479122,1.977398,0.9093,2.8,1.17,0.0,0.45257700000000006,filament,4119.0,20.0,satellite
16175,964435,150.43891499999998,2.7665040000000003,0.7906,22.3,8.78,0.61243,0.551924,cluster,2774.0,90.0,satellite
16176,671581,149.991249,2.319973,0.9241,20.38,8.62,0.6535350000000001,0.605139,cluster,4136.0,74.0,satellite
16189,702006,149.981,2.362053,0.9418,4.29,1.84,0.397848,0.26503899999999997,cluster,4136.0,74.0,satellite
16190,447858,149.446785,1.9750189999999999,0.9188,10.32,4.34,0.649404,0.187901,cluster,4119.0,20.0,satellite
16191,691838,149.707825,2.346804,0.3393,7.09,2.83,0.293732,0.191439,cluster,331.0,84.0,satellite
16192,447882,150.469349,1.975655,0.6616,2.2,0.92,0.012913999999999998,0.16104300000000002,filament,1949.0,11.0,satellite
16196,691849,150.174182,2.347729,0.6889,4.75,1.95,0.029539999999999997,0.054285,filament,2161.0,13.0,satellite
16202,442190,149.454135,1.9673939999999999,0.599,3.89,1.67,0.101292,0.200069,filament,1434.0,20.0,satellite
16203,702078,149.661828,2.3629919999999998,0.8363,13.24,5.26,0.103217,0.108182,filament,3133.0,31.0,satellite
16207,702127,150.087946,2.362148,0.3703,4.37,1.75,0.023203,0.029043,filament,465.0,37.0,satellite
16214,409229,150.126238,1.91134,0.711,8.14,3.32,0.030188999999999997,0.007334,field,2468.0,11.0,satellite
16215,964256,150.709131,2.767103,0.6227,9.07,3.89,0.72568,0.34815999999999997,cluster,1601.0,20.0,satellite
16218,480539,150.522998,2.028726,0.8854,4.38,1.79,0.016887,0.104956,filament,3793.0,11.0,satellite
16220,702555,150.126216,2.361247,0.2118,19.69,6.98,0.7408359999999999,0.226427,cluster,66.0,66.0,satellite
16221,640892,149.87482,2.2704779999999998,0.383,2.93,1.18,0.027464999999999996,0.095164,filament,379.0,157.0,satellite
16224,671423,150.67559,2.315577,0.4676,5.83,2.35,0.06401699999999999,0.10159800000000001,filament,837.0,23.0,satellite
16225,583142,150.547277,2.186096,0.8546,12.27,4.91,0.30954699999999996,0.280517,cluster,2856.0,160.0,satellite
16226,692069,149.66512,2.3477799999999998,0.967,6.33,2.73,0.307171,0.350358,filament,4586.0,83.0,satellite
16231,964341,150.547639,2.765391,0.3703,2.12,0.85,0.0005610000000000001,0.004918,field,342.0,48.0,satellite
16236,702185,149.692633,2.362324,0.8085,2.27,0.9,0.0,0.070779,filament,3133.0,31.0,satellite
16238,702186,149.984871,2.360936,0.9298,7.5,3.19,0.441121,0.25750700000000004,cluster,4136.0,74.0,satellite
16246,964288,150.377685,2.767558,0.793,4.31,1.7,0.199748,0.530159,filament,2774.0,90.0,satellite
16247,692022,149.733023,2.348472,0.8149,2.97,1.18,0.014816,0.007143000000000001,field,3059.0,11.0,satellite
16249,732645,150.13962800000002,2.407064,0.9148,6.1,2.56,0.08682899999999999,0.221885,filament,3982.0,22.0,satellite
16250,583141,150.55351100000001,2.185777,0.818,8.41,3.33,0.06550399999999999,0.227746,filament,2856.0,160.0,satellite
16251,447792,150.357135,1.9733470000000002,1.1957,2.35,1.32,0.12464700000000001,0.05836,field,6808.0,24.0,satellite
16252,671799,149.83484199999998,2.317893,0.3701,18.87,7.57,0.210767,0.08219,cluster,379.0,157.0,satellite
16253,443015,150.43644,1.968951,0.84,8.61,3.43,0.087263,0.157889,filament,3444.0,16.0,satellite
16255,701586,150.170535,2.362247,0.6807,5.88,2.42,0.079985,0.075513,field,2161.0,13.0,satellite
16256,964680,150.49567,2.7657540000000003,1.1737,3.88,2.1,0.421782,0.234657,cluster,7022.0,10.0,satellite
16258,732437,149.840724,2.408096,0.7245,8.64,3.49,0.039872000000000005,0.039812,field,2484.0,19.0,satellite
16261,672077,150.198635,2.3167,0.9205,7.09,2.99,0.262653,0.211175,cluster,3541.0,46.0,satellite
16262,672015,150.056702,2.3213049999999997,0.6918,8.16,3.35,0.08545,0.091895,filament,2189.0,37.0,satellite
16265,442985,150.435393,1.965976,0.8432,11.23,4.48,0.232041,0.277212,filament,3444.0,16.0,satellite
16267,964576,150.527793,2.766132,0.3291,5.43,2.15,0.339298,0.198552,cluster,342.0,48.0,satellite
16268,732460,150.505207,2.410513,0.9568,2.15,0.92,0.063947,0.06958099999999999,filament,4935.0,20.0,satellite
16276,691561,150.23155,2.3468009999999997,0.7018,7.33,3.01,0.06526900000000001,0.057921,field,2286.0,17.0,satellite
16278,443074,150.436622,1.9662080000000002,0.86,11.63,4.67,0.47103900000000004,0.256852,cluster,3444.0,16.0,satellite
16280,691567,149.714427,2.348127,1.0096,3.45,1.5,0.024591,0.458344,filament,4664.0,29.0,satellite
16285,447269,149.453857,1.974921,0.9186,9.92,4.18,0.487734,0.25994,cluster,4119.0,20.0,satellite
16288,443054,150.26271200000002,1.9697080000000002,0.8987,5.01,2.08,0.065768,0.187952,filament,4055.0,17.0,satellite
16289,672124,150.026516,2.31987,0.9339,10.04,4.29,0.138989,0.7724979999999999,filament,4136.0,74.0,satellite
16290,701546,149.814448,2.360008,1.011,15.14,6.58,0.573416,0.311694,cluster,5472.0,10.0,satellite
16291,672110,150.744426,2.3193259999999998,1.0878,21.02,10.16,0.788227,0.402933,cluster,5907.0,16.0,satellite
16292,447355,149.45551899999998,1.9744669999999998,0.3031,2.25,0.87,0.039145,0.060604,filament,243.0,12.0,satellite
16293,443043,150.643667,1.967391,0.4134,5.59,2.27,0.334863,0.622715,filament,650.0,13.0,satellite
16296,732487,150.08625,2.40656,0.22,19.68,7.05,0.827997,0.19831500000000002,cluster,66.0,66.0,satellite
16297,732492,150.164283,2.40882,0.8595,5.61,2.25,0.032688999999999996,0.230285,filament,3393.0,11.0,satellite
16303,701913,150.173242,2.363149,0.6998,5.44,2.23,0.020959000000000002,0.019835,field,2161.0,13.0,satellite
16307,691819,150.102058,2.3524990000000003,0.2155,28.8,10.26,0.773492,0.21822199999999997,cluster,66.0,66.0,satellite
16308,442442,149.448924,1.9685970000000002,0.9598,3.12,1.34,0.011592,0.087533,filament,4972.0,10.0,satellite
16311,701936,149.650105,2.363371,0.9408,5.64,2.42,0.464575,0.43651999999999996,cluster,4586.0,83.0,satellite
16314,671821,150.391697,2.316522,0.37,3.74,1.5,0.0147,0.058378,filament,510.0,30.0,satellite
16318,610632,150.386232,2.222657,0.363,5.67,2.28,0.055061,0.045749,field,510.0,30.0,satellite
16327,610628,150.49872299999998,2.2269650000000003,0.8246,48.57,19.25,0.822947,0.360248,cluster,2856.0,160.0,satellite
16331,442598,149.769097,1.9719650000000002,0.4903,3.31,1.32,0.020231,0.04263,filament,941.0,12.0,satellite
16334,671970,149.98228600000002,2.3202409999999998,0.928,23.98,10.2,0.784037,0.558465,cluster,4136.0,74.0,satellite
16337,732545,150.392395,2.408435,0.3452,10.53,4.2,0.16844800000000001,0.20658400000000002,filament,387.0,73.0,satellite
16340,731179,150.735172,2.406883,0.7546,14.72,5.81,0.557099,0.47408599999999995,cluster,2559.0,21.0,satellite
16341,732414,149.996313,2.410084,0.9346,5.29,2.26,0.016513999999999997,0.10645,filament,4136.0,74.0,satellite
16342,583099,149.8629,2.18515,0.3438,4.02,1.61,0.088024,0.28441700000000003,filament,379.0,157.0,satellite
16343,866556,150.136411,2.614291,0.8459,2.21,0.88,0.008124,0.023946000000000002,field,3628.0,14.0,satellite
16344,641078,150.26804199999998,2.273675,1.1311,1.37,0.68,0.09371499999999999,0.096077,filament,6411.0,13.0,satellite
16345,692532,150.443698,2.348366,0.6627,2.86,1.19,0.069302,0.11570799999999999,filament,1916.0,17.0,satellite
16350,943170,150.498992,2.732002,1.1005,2.82,1.36,0.08317000000000001,0.25554299999999996,filament,6105.0,10.0,satellite
16361,865896,150.054261,2.612264,0.6646,18.36,7.64,0.761652,0.338365,cluster,1987.0,89.0,satellite
16363,481431,150.612133,2.02942,0.4209,7.12,2.9,0.169449,0.6608470000000001,filament,737.0,26.0,satellite
16368,641046,149.688705,2.272302,0.6685,3.62,1.5,0.255253,0.137657,cluster,1967.0,14.0,satellite
16372,481312,150.076007,2.0306509999999998,1.1858,7.81,4.31,0.552614,0.45360600000000006,cluster,6700.0,19.0,satellite
16373,582952,150.54254,2.183307,0.8327,16.75,6.66,0.122627,0.338092,filament,2856.0,160.0,satellite
16374,866065,150.39206000000001,2.612425,0.3782,2.5,1.0,0.001385,0.001527,field,499.0,10.0,satellite
16378,481360,149.47518,2.031227,0.9554,2.18,0.94,0.06487899999999999,0.143649,filament,4838.0,47.0,satellite
16382,866025,149.922541,2.612205,0.8702,6.69,2.71,0.260115,0.367304,filament,3700.0,85.0,satellite
16384,481419,150.43678799999998,2.0291360000000003,0.5378,6.26,2.51,0.131753,0.62349,filament,1327.0,25.0,satellite
16390,692718,149.639904,2.3491049999999998,0.9488,11.19,4.8,0.590093,0.44321400000000005,cluster,4586.0,83.0,satellite
